British Racing Green,british_racing_green,#004225,0,66,37
Bronze,bronze,#cd7f32,205,127,50
Brown (Traditional),brown_traditional,#964b00,150,75,0
Brown (Web),brown_web,#a52a2a,165,42,42
Bubble Gum,bubble_gum,#ffc1cc,255,193,204
Bubbles,bubbles,#e7feff,231,254,255
Buff,buff,#f0dc82,240,220,130
Bulgarian Rose,bulgarian_rose,#480607,72,6,7
Burgundy,burgundy,#800020,128,0,32
Burlywood,burlywood,#deb887,222,184,135
Burnt Orange,burnt_orange,#c50,204,85,0
Burnt Sienna,burnt_sienna,#e97451,233,116,81
Burnt Umber,burnt_umber,#8a3324,138,51,36
Byzantine,byzantine,#bd33a4,189,51,164
Byzantium,byzantium,#702963,112,41,99
Cadet,cadet,#536872,83,104,114
Cadet Blue,cadet_blue,#5f9ea0,95,158,160
Cadet Grey,cadet_grey,#91a3b0,145,163,176
Cadmium Green,cadmium_green,#006b3c,0,107,60
Cadmium Orange,cadmium_orange,#ed872d,237,135,45
Cadmium Red,cadmium_red,#e30022,227,0,34
Cadmium Yellow,cadmium_yellow,#fff600,255,246,0
Café Au Lait,caf_au_lait,#a67b5b,166,123,91
Café Noir,caf_noir,#4b3621,75,54,33
Cal Poly Green,cal_poly_green,#1e4d2b,30,77,43
Cambridge Blue,cambridge_blue,#a3c1ad,163,193,173
Camel,camel,#c19a6b,193,154,107
Cameo Pink,cameo_pink,#efbbcc,239,187,204
Camouflage Green,camouflage_green,#78866b,120,134,107
Canary Yellow,canary_yellow,#ffef00,255,239,0
Candy Apple Red,candy_apple_red,#ff0800,255,8,0
Candy Pink,candy_pink,#e4717a,228,113,122
Capri,capri,#00bfff,0,191,255
Caput Mortuum,caput_mortuum,#592720,89,39,32
Cardinal,cardinal,#c41e3a,196,30,58
Caribbean Green,caribbean_green,#0c9,0,204,153
Carmine,carmine,#960018,150,0,24
Carmine (M&P),carmine_m_p,#d70040,215,0,64
Carmine Pink,carmine_pink,#eb4c42,235,76,66
Carmine Red,carmine_red,#ff0038,255,0,56
Carnation Pink,carnation_pink,#ffa6c9,255,166,201
Carnelian,carnelian,#b31b1b,179,27,27
Carolina Blue,carolina_blue,#99badd,153,186,221
Carrot Orange,carrot_orange,#ed9121,237,145,33
Catalina Blue,catalina_blue,#062a78,6,42,120
Ceil,ceil,#92a1cf,146,161,207
Celadon,celadon,#ace1af,172,225,175
Celadon Blue,celadon_blue,#007ba7,0,123,167
Celadon Green,celadon_green,#2f847c,47,132,124
Celeste (Colour),celeste_colour,#b2ffff,178,255,255
Celestial Blue,celestial_blue,#4997d0,73,151,208
Cerise,cerise,#de3163,222,49,99
Cerise Pink,cerise_pink,#ec3b83,236,59,131
Cerulean,cerulean,#007ba7,0,123,167
Cerulean Blue,cerulean_blue,#2a52be,42,82,190
Cerulean Frost,cerulean_frost,#6d9bc3,109,155,195
Cg Blue,cg_blue,#007aa5,0,122,165
Cg Red,cg_red,#e03c31,224,60,49
Chamoisee,chamoisee,#a0785a,160,120,90
Champagne,champagne,#fad6a5,250,214,165
Charcoal,charcoal,#36454f,54,69,79
Charm Pink,charm_pink,#e68fac,230,143,172
Chartreuse (Traditional),chartreuse_traditional,#dfff00,223,255,0
Chartreuse (Web),chartreuse_web,#7fff00,127,255,0
Cherry,cherry,#de3163,222,49,99
Cherry Blossom Pink,cherry_blossom_pink,#ffb7c5,255,183,197
Chestnut,chestnut,#cd5c5c,205,92,92
China Pink,china_pink,#de6fa1,222,111,161
China Rose,china_rose,#a8516e,168,81,110
Chinese Red,chinese_red,#aa381e,170,56,30
Chocolate (Traditional),chocolate_traditional,#7b3f00,123,63,0
Chocolate (Web),chocolate_web,#d2691e,210,105,30
Chrome Yellow,chrome_yellow,#ffa700,255,167,0
Cinereous,cinereous,#98817b,152,129,123
Cinnabar,cinnabar,#e34234,227,66,52
Cinnamon,cinnamon,#d2691e,210,105,30
Citrine,citrine,#e4d00a,228,208,10
Classic Rose,classic_rose,#fbcce7,251,204,231
Cobalt,cobalt,#0047ab,0,71,171
Cocoa Brown,cocoa_brown,#d2691e,210,105,30
Coffee,coffee,#6f4e37,111,78,55
Columbia Blue,columbia_blue,#9bddff,155,221,255
Congo Pink,congo_pink,#f88379,248,131,121
Cool Black,cool_black,#002e63,0,46,99
Cool Grey,cool_grey,#8c92ac,140,146,172
Copper,copper,#b87333,184,115,51
Copper (Crayola),copper_crayola,#da8a67,218,138,103
Copper Penny,copper_penny,#ad6f69,173,111,105
Copper Red,copper_red,#cb6d51,203,109,81
Copper Rose,copper_rose,#966,153,102,102
Coquelicot,coquelicot,#ff3800,255,56,0
Coral,coral,#ff7f50,255,127,80
Coral Pink,coral_pink,#f88379,248,131,121
Coral Red,coral_red,#ff4040,255,64,64
Cordovan,cordovan,#893f45,137,63,69
Corn,corn,#fbec5d,251,236,93
Cornell Red,cornell_red,#b31b1b,179,27,27
Cornflower Blue,cornflower_blue,#6495ed,100,149,237
Cornsilk,cornsilk,#fff8dc,255,248,220
Cosmic Latte,cosmic_latte,#fff8e7,255,248,231
Cotton Candy,cotton_candy,#ffbcd9,255,188,217
Cream,cream,#fffdd0,255,253,208
Crimson,crimson,#dc143c,220,20,60
Crimson Glory,crimson_glory,#be0032,190,0,50
Cyan,cyan,#0ff,0,255,255
Cyan (Process),cyan_process,#00b7eb,0,183,235
Daffodil,daffodil,#ffff31,255,255,49
Dandelion,dandelion,#f0e130,240,225,48
Dark Blue,dark_blue,#00008b,0,0,139
Dark Brown,dark_brown,#654321,101,67,33
Dark Byzantium,dark_byzantium,#5d3954,93,57,84
Dark Candy Apple Red,dark_candy_apple_red,#a40000,164,0,0
Dark Cerulean,dark_cerulean,#08457e,8,69,126
Dark Chestnut,dark_chestnut,#986960,152,105,96
Dark Coral,dark_coral,#cd5b45,205,91,69
Dark Cyan,dark_cyan,#008b8b,0,139,139
Dark Electric Blue,dark_electric_blue,#536878,83,104,120
Dark Goldenrod,dark_goldenrod,#b8860b,184,134,11
Dark Gray,dark_gray,#a9a9a9,169,169,169
Dark Green,dark_green,#013220,1,50,32
Dark Imperial Blue,dark_imperial_blue,#00416a,0,65,106
Dark Jungle Green,dark_jungle_green,#1a2421,26,36,33
Dark Khaki,dark_khaki,#bdb76b,189,183,107
Dark Lava,dark_lava,#483c32,72,60,50
Dark Lavender,dark_lavender,#734f96,115,79,150
Dark Magenta,dark_magenta,#8b008b,139,0,139
Dark Midnight Blue,dark_midnight_blue,#036,0,51,102
Dark Olive Green,dark_olive_green,#556b2f,85,107,47
Dark Orange,dark_orange,#ff8c00,255,140,0
Dark Orchid,dark_orchid,#9932cc,153,50,204
Dark Pastel Blue,dark_pastel_blue,#779ecb,119,158,203
Dark Pastel Green,dark_pastel_green,#03c03c,3,192,60
Dark Pastel Purple,dark_pastel_purple,#966fd6,150,111,214
Dark Pastel Red,dark_pastel_red,#c23b22,194,59,34
Dark Pink,dark_pink,#e75480,231,84,128
Dark Powder Blue,dark_powder_blue,#039,0,51,153
Dark Raspberry,dark_raspberry,#872657,135,38,87
Dark Red,dark_red,#8b0000,139,0,0
Dark Salmon,dark_salmon,#e9967a,233,150,122
Dark Scarlet,dark_scarlet,#560319,86,3,25
Dark Sea Green,dark_sea_green,#8fbc8f,143,188,143
Dark Sienna,dark_sienna,#3c1414,60,20,20
Dark Slate Blue,dark_slate_blue,#483d8b,72,61,139
Dark Slate Gray,dark_slate_gray,#2f4f4f,47,79,79
Dark Spring Green,dark_spring_green,#177245,23,114,69
Dark Tan,dark_tan,#918151,145,129,81
Dark Tangerine,dark_tangerine,#ffa812,255,168,18
Dark Taupe,dark_taupe,#483c32,72,60,50
Dark Terra Cotta,dark_terra_cotta,#cc4e5c,204,78,92
Dark Turquoise,dark_turquoise,#00ced1,0,206,209
Dark Violet,dark_violet,#9400d3,148,0,211
Dark Yellow,dark_yellow,#9b870c,155,135,12
Dartmouth Green,dartmouth_green,#00703c,0,112,60
Davy'S Grey,davy_s_grey,#555,85,85,85
Debian Red,debian_red,#d70a53,215,10,83
Deep Carmine,deep_carmine,#a9203e,169,32,62
Deep Carmine Pink,deep_carmine_pink,#ef3038,239,48,56
Deep Carrot Orange,deep_carrot_orange,#e9692c,233,105,44
Deep Cerise,deep_cerise,#da3287,218,50,135
Deep Champagne,deep_champagne,#fad6a5,250,214,165
Deep Chestnut,deep_chestnut,#b94e48,185,78,72
Deep Coffee,deep_coffee,#704241,112,66,65
Deep Fuchsia,deep_fuchsia,#c154c1,193,84,193
Deep Jungle Green,deep_jungle_green,#004b49,0,75,73
Deep Lilac,deep_lilac,#95b,153,85,187
Deep Magenta,deep_magenta,#c0c,204,0,204
Deep Peach,deep_peach,#ffcba4,255,203,164
Deep Pink,deep_pink,#ff1493,255,20,147
Deep Ruby,deep_ruby,#843f5b,132,63,91
Deep Saffron,deep_saffron,#f93,255,153,51
Deep Sky Blue,deep_sky_blue,#00bfff,0,191,255
Deep Tuscan Red,deep_tuscan_red,#66424d,102,66,77
Denim,denim,#1560bd,21,96,189
Desert,desert,#c19a6b,193,154,107
Desert Sand,desert_sand,#edc9af,237,201,175
Dim Gray,dim_gray,#696969,105,105,105
Dodger Blue,dodger_blue,#1e90ff,30,144,255
Dogwood Rose,dogwood_rose,#d71868,215,24,104
Dollar Bill,dollar_bill,#85bb65,133,187,101
Drab,drab,#967117,150,113,23
Duke Blue,duke_blue,#00009c,0,0,156
Earth Yellow,earth_yellow,#e1a95f,225,169,95
Ebony,ebony,#555d50,85,93,80
Ecru,ecru,#c2b280,194,178,128
Eggplant,eggplant,#614051,97,64,81
Eggshell,eggshell,#f0ead6,240,234,214
Egyptian Blue,egyptian_blue,#1034a6,16,52,166
Electric Blue,electric_blue,#7df9ff,125,249,255
Electric Crimson,electric_crimson,#ff003f,255,0,63
Electric Cyan,electric_cyan,#0ff,0,255,255
Electric Green,electric_green,#0f0,0,255,0
Electric Indigo,electric_indigo,#6f00ff,111,0,255
Electric Lavender,electric_lavender,#f4bbff,244,187,255
Electric Lime,electric_lime,#cf0,204,255,0
Electric Purple,electric_purple,#bf00ff,191,0,255
Electric Ultramarine,electric_ultramarine,#3f00ff,63,0,255
Electric Violet,electric_violet,#8f00ff,143,0,255
Electric Yellow,electric_yellow,#ff0,255,255,0
Emerald,emerald,#50c878,80,200,120
English Lavender,english_lavender,#b48395,180,131,149
Eton Blue,eton_blue,#96c8a2,150,200,162
Fallow,fallow,#c19a6b,193,154,107
Falu Red,falu_red,#801818,128,24,24
Fandango,fandango,#b53389,181,51,137
Fashion Fuchsia,fashion_fuchsia,#f400a1,244,0,161
Fawn,fawn,#e5aa70,229,170,112
Feldgrau,feldgrau,#4d5d53,77,93,83
Fern Green,fern_green,#4f7942,79,121,66
Ferrari Red,ferrari_red,#ff2800,255,40,0
Field Drab,field_drab,#6c541e,108,84,30
Fire Engine Red,fire_engine_red,#ce2029,206,32,41
Firebrick,firebrick,#b22222,178,34,34
Flame,flame,#e25822,226,88,34
Flamingo Pink,flamingo_pink,#fc8eac,252,142,172
Flavescent,flavescent,#f7e98e,247,233,142
Flax,flax,#eedc82,238,220,130
Floral White,floral_white,#fffaf0,255,250,240
Fluorescent Orange,fluorescent_orange,#ffbf00,255,191,0
Fluorescent Pink,fluorescent_pink,#ff1493,255,20,147
Fluorescent Yellow,fluorescent_yellow,#cf0,204,255,0
Folly,folly,#ff004f,255,0,79
Forest Green (Traditional),forest_green_traditional,#014421,1,68,33
Forest Green (Web),forest_green_web,#228b22,34,139,34
French Beige,french_beige,#a67b5b,166,123,91
French Blue,french_blue,#0072bb,0,114,187
French Lilac,french_lilac,#86608e,134,96,142
French Lime,french_lime,#cf0,204,255,0
French Raspberry,french_raspberry,#c72c48,199,44,72
French Rose,french_rose,#f64a8a,246,74,138
Fuchsia,fuchsia,#f0f,255,0,255
Fuchsia (Crayola),fuchsia_crayola,#c154c1,193,84,193
Fuchsia Pink,fuchsia_pink,#f7f,255,119,255
Fuchsia Rose,fuchsia_rose,#c74375,199,67,117
Fulvous,fulvous,#e48400,228,132,0
Fuzzy Wuzzy,fuzzy_wuzzy,#c66,204,102,102
Gainsboro,gainsboro,#dcdcdc,220,220,220
Gamboge,gamboge,#e49b0f,228,155,15
Ghost White,ghost_white,#f8f8ff,248,248,255
Ginger,ginger,#b06500,176,101,0
Glaucous,glaucous,#6082b6,96,130,182
Glitter,glitter,#e6e8fa,230,232,250
Gold (Metallic),gold_metallic,#d4af37,212,175,55
Gold (Web) (Golden),gold_web_golden,#ffd700,255,215,0
Golden Brown,golden_brown,#996515,153,101,21
Golden Poppy,golden_poppy,#fcc200,252,194,0
Golden Yellow,golden_yellow,#ffdf00,255,223,0
Goldenrod,goldenrod,#daa520,218,165,32
Granny Smith Apple,granny_smith_apple,#a8e4a0,168,228,160
Gray,gray,#808080,128,128,128
Gray-Asparagus,gray_asparagus,#465945,70,89,69
Gray (Html/Css Gray),gray_html_css_gray,#808080,128,128,128
Gray (X11 Gray),gray_x11_gray,#bebebe,190,190,190
Green (Color Wheel) (X11 Green),green_color_wheel_x11_green,#0f0,0,255,0
Green (Crayola),green_crayola,#1cac78,28,172,120
Green (Html/Css Green),green_html_css_green,#008000,0,128,0
Green (Munsell),green_munsell,#00a877,0,168,119
Green (Ncs),green_ncs,#009f6b,0,159,107
Green (Pigment),green_pigment,#00a550,0,165,80
Green (Ryb),green_ryb,#66b032,102,176,50
Green-Yellow,green_yellow,#adff2f,173,255,47
Grullo,grullo,#a99a86,169,154,134
Guppie Green,guppie_green,#00ff7f,0,255,127
Halayà úBe,halay_be,#663854,102,56,84
Han Blue,han_blue,#446ccf,68,108,207
Han Purple,han_purple,#5218fa,82,24,250
Hansa Yellow,hansa_yellow,#e9d66b,233,214,107
Harlequin,harlequin,#3fff00,63,255,0
Harvard Crimson,harvard_crimson,#c90016,201,0,22
Harvest Gold,harvest_gold,#da9100,218,145,0
Heart Gold,heart_gold,#808000,128,128,0
Heliotrope,heliotrope,#df73ff,223,115,255
Hollywood Cerise,hollywood_cerise,#f400a1,244,0,161
Honeydew,honeydew,#f0fff0,240,255,240
Honolulu Blue,honolulu_blue,#007fbf,0,127,191
Hooker'S Green,hooker_s_green,#49796b,73,121,107
Hot Magenta,hot_magenta,#ff1dce,255,29,206
Hot Pink,hot_pink,#ff69b4,255,105,180
Hunter Green,hunter_green,#355e3b,53,94,59
Iceberg,iceberg,#71a6d2,113,166,210
Icterine,icterine,#fcf75e,252,247,94
Imperial Blue,imperial_blue,#002395,0,35,149
Inchworm,inchworm,#b2ec5d,178,236,93
India Green,india_green,#138808,19,136,8
Indian Red,indian_red,#cd5c5c,205,92,92
Indian Yellow,indian_yellow,#e3a857,227,168,87
Indigo,indigo,#6f00ff,111,0,255
Indigo (Dye),indigo_dye,#00416a,0,65,106
Indigo (Web),indigo_web,#4b0082,75,0,130
International Klein Blue,international_klein_blue,#002fa7,0,47,167
International Orange (Aerospace),international_orange_aerospace,#ff4f00,255,79,0
International Orange (Engineering),international_orange_engineering,#ba160c,186,22,12
International Orange (Golden Gate Bridge),international_orange_golden_gate_bridge,#c0362c,192,54,44
Iris,iris,#5a4fcf,90,79,207
Isabelline,isabelline,#f4f0ec,244,240,236
Islamic Green,islamic_green,#009000,0,144,0
Ivory,ivory,#fffff0,255,255,240
Jade,jade,#00a86b,0,168,107
Jasmine,jasmine,#f8de7e,248,222,126
Jasper,jasper,#d73b3e,215,59,62
Jazzberry Jam,jazzberry_jam,#a50b5e,165,11,94
Jet,jet,#343434,52,52,52
Jonquil,jonquil,#fada5e,250,218,94
June Bud,june_bud,#bdda57,189,218,87
Jungle Green,jungle_green,#29ab87,41,171,135
Kelly Green,kelly_green,#4cbb17,76,187,23
Kenyan Copper,kenyan_copper,#7c1c05,124,28,5
Khaki (Html/Css) (Khaki),khaki_html_css_khaki,#c3b091,195,176,145
Khaki (X11) (Light Khaki),khaki_x11_light_khaki,#f0e68c,240,230,140
Ku Crimson,ku_crimson,#e8000d,232,0,13
La Salle Green,la_salle_green,#087830,8,120,48
Languid Lavender,languid_lavender,#d6cadd,214,202,221
Lapis Lazuli,lapis_lazuli,#26619c,38,97,156
Laser Lemon,laser_lemon,#fefe22,254,254,34
Laurel Green,laurel_green,#a9ba9d,169,186,157
Lava,lava,#cf1020,207,16,32
Lavender Blue,lavender_blue,#ccf,204,204,255
Lavender Blush,lavender_blush,#fff0f5,255,240,245
Lavender (Floral),lavender_floral,#b57edc,181,126,220
Lavender Gray,lavender_gray,#c4c3d0,196,195,208
Lavender Indigo,lavender_indigo,#9457eb,148,87,235
Lavender Magenta,lavender_magenta,#ee82ee,238,130,238
Lavender Mist,lavender_mist,#e6e6fa,230,230,250
Lavender Pink,lavender_pink,#fbaed2,251,174,210
Lavender Purple,lavender_purple,#967bb6,150,123,182
Lavender Rose,lavender_rose,#fba0e3,251,160,227
Lavender (Web),lavender_web,#e6e6fa,230,230,250
Lawn Green,lawn_green,#7cfc00,124,252,0
Lemon,lemon,#fff700,255,247,0
Lemon Chiffon,lemon_chiffon,#fffacd,255,250,205
Lemon Lime,lemon_lime,#e3ff00,227,255,0
Licorice,licorice,#1a1110,26,17,16
Light Apricot,light_apricot,#fdd5b1,253,213,177
Light Blue,light_blue,#add8e6,173,216,230
Light Brown,light_brown,#b5651d,181,101,29
Light Carmine Pink,light_carmine_pink,#e66771,230,103,113
Light Coral,light_coral,#f08080,240,128,128
Light Cornflower Blue,light_cornflower_blue,#93ccea,147,204,234
Light Crimson,light_crimson,#f56991,245,105,145
Light Cyan,light_cyan,#e0ffff,224,255,255
Light Fuchsia Pink,light_fuchsia_pink,#f984ef,249,132,239
Light Goldenrod Yellow,light_goldenrod_yellow,#fafad2,250,250,210
Light Gray,light_gray,#d3d3d3,211,211,211
Light Green,light_green,#90ee90,144,238,144
Light Khaki,light_khaki,#f0e68c,240,230,140
Light Pastel Purple,light_pastel_purple,#b19cd9,177,156,217
Light Pink,light_pink,#ffb6c1,255,182,193
Light Red Ochre,light_red_ochre,#e97451,233,116,81
Light Salmon,light_salmon,#ffa07a,255,160,122
Light Salmon Pink,light_salmon_pink,#f99,255,153,153
Light Sea Green,light_sea_green,#20b2aa,32,178,170
Light Sky Blue,light_sky_blue,#87cefa,135,206,250
Light Slate Gray,light_slate_gray,#789,119,136,153
Light Taupe,light_taupe,#b38b6d,179,139,109
Light Thulian Pink,light_thulian_pink,#e68fac,230,143,172
Light Yellow,light_yellow,#ffffe0,255,255,224
Lilac,lilac,#c8a2c8,200,162,200
Lime (Color Wheel),lime_color_wheel,#bfff00,191,255,0
Lime Green,lime_green,#32cd32,50,205,50
Lime (Web) (X11 Green),lime_web_x11_green,#0f0,0,255,0
Limerick,limerick,#9dc209,157,194,9
Lincoln Green,lincoln_green,#195905,25,89,5
Linen,linen,#faf0e6,250,240,230
Lion,lion,#c19a6b,193,154,107
Little Boy Blue,little_boy_blue,#6ca0dc,108,160,220
Liver,liver,#534b4f,83,75,79
Lust,lust,#e62020,230,32,32
Magenta,magenta,#f0f,255,0,255
Magenta (Dye),magenta_dye,#ca1f7b,202,31,123
Magenta (Process),magenta_process,#ff0090,255,0,144
Magic Mint,magic_mint,#aaf0d1,170,240,209
Magnolia,magnolia,#f8f4ff,248,244,255
Mahogany,mahogany,#c04000,192,64,0
Maize,maize,#fbec5d,251,236,93
Majorelle Blue,majorelle_blue,#6050dc,96,80,220
Malachite,malachite,#0bda51,11,218,81
Manatee,manatee,#979aaa,151,154,170
Mango Tango,mango_tango,#ff8243,255,130,67
Mantis,mantis,#74c365,116,195,101
Mardi Gras,mardi_gras,#880085,136,0,133
Maroon (Crayola),maroon_crayola,#c32148,195,33,72
Maroon (Html/Css),maroon_html_css,#800000,128,0,0
Maroon (X11),maroon_x11,#b03060,176,48,96
Mauve,mauve,#e0b0ff,224,176,255
Mauve Taupe,mauve_taupe,#915f6d,145,95,109
Mauvelous,mauvelous,#ef98aa,239,152,170
Maya Blue,maya_blue,#73c2fb,115,194,251
Meat Brown,meat_brown,#e5b73b,229,183,59
Medium Aquamarine,medium_aquamarine,#6da,102,221,170
Medium Blue,medium_blue,#0000cd,0,0,205
Medium Candy Apple Red,medium_candy_apple_red,#e2062c,226,6,44
Medium Carmine,medium_carmine,#af4035,175,64,53
Medium Champagne,medium_champagne,#f3e5ab,243,229,171
Medium Electric Blue,medium_electric_blue,#035096,3,80,150
Medium Jungle Green,medium_jungle_green,#1c352d,28,53,45
Medium Lavender Magenta,medium_lavender_magenta,#dda0dd,221,160,221
Medium Orchid,medium_orchid,#ba55d3,186,85,211
Medium Persian Blue,medium_persian_blue,#0067a5,0,103,165
Medium Purple,medium_purple,#9370db,147,112,219
Medium Red-Violet,medium_red_violet,#bb3385,187,51,133
Medium Ruby,medium_ruby,#aa4069,170,64,105
Medium Sea Green,medium_sea_green,#3cb371,60,179,113
Medium Slate Blue,medium_slate_blue,#7b68ee,123,104,238
Medium Spring Bud,medium_spring_bud,#c9dc87,201,220,135
Medium Spring Green,medium_spring_green,#00fa9a,0,250,154
Medium Taupe,medium_taupe,#674c47,103,76,71
Medium Turquoise,medium_turquoise,#48d1cc,72,209,204
Medium Tuscan Red,medium_tuscan_red,#79443b,121,68,59
Medium Vermilion,medium_vermilion,#d9603b,217,96,59
Medium Violet-Red,medium_violet_red,#c71585,199,21,133
Mellow Apricot,mellow_apricot,#f8b878,248,184,120
Mellow Yellow,mellow_yellow,#f8de7e,248,222,126
Melon,melon,#fdbcb4,253,188,180
Midnight Blue,midnight_blue,#191970,25,25,112
Midnight Green (Eagle Green),midnight_green_eagle_green,#004953,0,73,83
Mikado Yellow,mikado_yellow,#ffc40c,255,196,12
Mint,mint,#3eb489,62,180,137
Mint Cream,mint_cream,#f5fffa,245,255,250
Mint Green,mint_green,#98ff98,152,255,152
Misty Rose,misty_rose,#ffe4e1,255,228,225
Moccasin,moccasin,#faebd7,250,235,215
Mode Beige,mode_beige,#967117,150,113,23
Moonstone Blue,moonstone_blue,#73a9c2,115,169,194
Mordant Red 19,mordant_red_19,#ae0c00,174,12,0
Moss Green,moss_green,#addfad,173,223,173
Mountain Meadow,mountain_meadow,#30ba8f,48,186,143
Mountbatten Pink,mountbatten_pink,#997a8d,153,122,141
Msu Green,msu_green,#18453b,24,69,59
Mulberry,mulberry,#c54b8c,197,75,140
Mustard,mustard,#ffdb58,255,219,88
Myrtle,myrtle,#21421e,33,66,30
Nadeshiko Pink,nadeshiko_pink,#f6adc6,246,173,198
Napier Green,napier_green,#2a8000,42,128,0
Naples Yellow,naples_yellow,#fada5e,250,218,94
Navajo White,navajo_white,#ffdead,255,222,173
Navy Blue,navy_blue,#000080,0,0,128
Neon Carrot,neon_carrot,#ffa343,255,163,67
Neon Fuchsia,neon_fuchsia,#fe4164,254,65,100
Neon Green,neon_green,#39ff14,57,255,20
New York Pink,new_york_pink,#d7837f,215,131,127
Non-Photo Blue,non_photo_blue,#a4dded,164,221,237
North Texas Green,north_texas_green,#059033,5,144,51
Ocean Boat Blue,ocean_boat_blue,#0077be,0,119,190
Ochre,ochre,#c72,204,119,34
